ETitalics
Coenonympha tullia
Cercyonis pegala
Danaus plexippus
Danaus gilippus
Pyromorpha dimidiata
Lagoa pyxidifera
Lagoa crispata
Tortricidia testacea
Tortricidia testacea testacea
Tortricidia pallida
Tortricidia flexuosa
Packardia albipunctata
Packardia albipunctata albipunctata
Packardia geminata
Packardia elegans
Lithacodes fasciola
Lithacodes fasciola fasciola
Apoda y-inversum
Apoda y-inversum y-inversum
Apoda biguttata
Prolimacodes badia
Natada nasoni
Isa textula
Adoneta spinuloides
Euclea delphinii
Parasa chloris
Sibine stimulea
Fulgoraecia exigua
Scoparia cinereomedia
Petrophila bifascialis
Glaphyria fulminalis
Lipocosma sicalis
Dicymolomia julianalis
Chalcoela iphitalis
Crocidophora tuberculalis
Ostrinia nubilalis
Perispasta caeculalis
Anania tertialis
Hahncappsia marculenta
Helvibotys helvialis
Pyrausta bicoloralis
Pyrausta rubricalis
Pyrausta niveicilialis
Udea rubigalis
Diacme elealis
