OBJECTID,COUNTY,MUNICIPALITY,NHA_JOIN_ID,GlobalID,created_user,created_date,last_edited_user,last_edited_date
4743,Beaver,Beaver Falls City,alj86658,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:02:43,AJohnsonWPC,3/9/2020 20:02:43
4744,Beaver,Fallston Borough,alj86659,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:03:21,AJohnsonWPC,3/9/2020 20:03:21
4745,Beaver,Patterson Township,alj86659,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:03:21,AJohnsonWPC,3/9/2020 20:03:21
4746,Beaver,Chippewa Township,alj86662,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:03:53,AJohnsonWPC,3/9/2020 20:03:53
4747,Beaver,Brighton Township,alj86662,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:03:53,AJohnsonWPC,3/9/2020 20:03:53
4748,Beaver,Chippewa Township,alj86663,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:04:25,AJohnsonWPC,3/9/2020 20:04:25
4749,Beaver,Big Beaver Borough,alj86664,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:05:04,AJohnsonWPC,3/9/2020 20:05:04
4750,Beaver,Darlington Township,alj86665,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:05:33,AJohnsonWPC,3/9/2020 20:05:33
4751,Beaver,South Beaver Township,alj86665,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:05:33,AJohnsonWPC,3/9/2020 20:05:33
4752,Beaver,Big Beaver Borough,alj86665,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:05:33,AJohnsonWPC,3/9/2020 20:05:33
4753,Beaver,Darlington Borough,alj86665,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:05:33,AJohnsonWPC,3/9/2020 20:05:33
4754,Beaver,Darlington Township,alj86666,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:06:04,AJohnsonWPC,3/9/2020 20:06:04
4755,Beaver,South Beaver Township,alj86666,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:06:04,AJohnsonWPC,3/9/2020 20:06:04
4756,Butler,Brady Township,alj90274,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:06:43,AJohnsonWPC,3/9/2020 20:06:43
4757,Butler,Clay Township,alj90274,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:06:43,AJohnsonWPC,3/9/2020 20:06:43
4758,Butler,Worth Township,alj90275,{00000000-0000-0000-0000-000000000000},AJohnsonWPC,3/9/2020 20:07:14,AJohnsonWPC,3/9/2020 20:07:14
